relation	entity1	entity2	arg1	arg2	path
rel_195	Ent[ent_71]	Ent[ent_725]	Alan Keyes	State Department	appos|<-appos<-percent->appos->official->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->official->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->envoy->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->diplomat->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->representative->nn->|nn
rel_399	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	pobj|<-pobj<-to<-prep<-letter<-pobj<-in<-prep<-say->appos->head->prep->of->pobj->|pobj
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	rcmod|->rcmod->head->dobj->force->nn->|nn
rel_399	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->head->prep->of->pobj->|pobj
rel_399	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->head->prep->of->pobj->operation->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->head->prep->of->pobj->authority->nn->|nn
rel_292	Ent[ent_970]	Ent[ent_730]	Yasushi Akashi	United Nations	appos|->appos->envoy->poss->|poss
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	appos|->appos->official->nn->|nn
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	appos|->appos->official->prep->at->pobj->|pobj
rel_95	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	appos|->appos->no.->dep->official->prep->in->pobj->|pobj
rel_95	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	rcmod|->rcmod->step->advmod->down->dep->from->pobj->|pobj
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	rcmod|->rcmod->force->prep->from->pobj->|pobj
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	pobj|<-pobj<-from<-prep<-plea<-dobj<-accept->dobj->official->prep->in->pobj->|pobj
rel_95	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	pobj|<-pobj<-for<-prep<-work->rcmod->leave->dobj->|dobj
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	pobj|<-pobj<-after<-prep<-leave->dobj->post->prep->at->pobj->|pobj
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	nsubj|<-nsubj<-resign->prep->from->pobj->job->nn->|nn
rel_340	Ent[ent_972]	Ent[ent_971]	Webster L. Hubbell	Justice Department	nsubj|<-nsubj<-resign->prep->as->pobj->person->prep->at->pobj->|pobj
rel_331	Ent[ent_729]	Ent[ent_536]	Alger Hiss	State Department	appos|->appos->official->nn->|nn
rel_331	Ent[ent_729]	Ent[ent_536]	Alger Hiss	State Department	rcmod|->rcmod->find->nsubj->official->nn->|nn
rel_331	Ent[ent_729]	Ent[ent_536]	Alger Hiss	State Department	pobj|<-pobj<-of<-prep<-obituary<-nsubj<-misstate->prep->on->pobj->|pobj
rel_294	Ent[ent_729]	Ent[ent_1233]	Alger Hiss	State Department	nsubj|<-nsubj<-official->nn->|nn
rel_294	Ent[ent_729]	Ent[ent_1233]	Alger Hiss	State Department	appos|->appos->officer->nn->|nn
rel_3	Ent[ent_1002]	Ent[ent_183]	Washington	Administration	pobj|<-pobj<-in<-prep<-say->nsubj->official->nn->|nn
rel_294	Ent[ent_239]	Ent[ent_183]	Washington	Administration	appos|->appos->official->nn->|nn
rel_3	Ent[ent_1002]	Ent[ent_183]	Washington	Administration	pobj|<-pobj<-in<-prep<-express->nsubj->official->nn->|nn
rel_144	Ent[ent_1002]	Ent[ent_664]	Washington	Administration	nn|<-nn<-lawyer<-dobj<-appoint->prep->to->pobj->ethic->poss->|poss
rel_52	Ent[ent_97]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->want->nsubj->|nsubj
rel_3	Ent[ent_1002]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->negotiate->prep->with->pobj->|pobj
rel_52	Ent[ent_97]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->hold->dobj->series->prep->of->pobj->meeting->prep->with->pobj->deputy->nn->|nn
rel_3	Ent[ent_1002]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->grow->nsubj->|nsubj
rel_20	Ent[ent_33]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->face->dobj->question->prep->about->pobj->tie->poss->|poss
rel_3	Ent[ent_1002]	Ent[ent_183]	Washington	Administration	rcmod|->rcmod->expect->nsubjpass->leader->nn->|nn
rel_294	Ent[ent_728]	Ent[ent_243]	John Huang	Commerce Department	appos|->appos->official->nn->|nn
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	rcmod|->rcmod->turn->nsubj->official->nn->|nn
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	appos|->appos->operative->rcmod->work->prep->in->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	rcmod|->rcmod->official->prep->at->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	rcmod|->rcmod->man->prep->at->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	rcmod|->rcmod->leave->prep->for->pobj->post->prep->at->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	prep|->prep->as->pobj->aide->nn->|nn
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	poss|<-poss<-briefing<-nsubj<-part->prep->at->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	poss|<-poss<-boss->prep->at->pobj->|pobj
rel_339	Ent[ent_728]	Ent[ent_721]	John Huang	Commerce Department	pobj|<-pobj<-to<-prep<-grant->prep->as->pobj->official->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	appos|->appos->official->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	appos|->appos->adviser->prep->to->pobj->|pobj
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	appos|->appos->adviser->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	nsubj|<-nsubj<-resign->prep->as->pobj->chairman->prep->of->pobj->board->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	appos|->appos->chairman->prep->of->pobj->group->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	appos|->appos->adviser->prep->to->pobj->official->nn->|nn
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	rcmod|->rcmod->resign->prep->as->pobj->expert->poss->|poss
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	rcmod|->rcmod->leave->prep->at->pobj->|pobj
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	rcmod|->rcmod->leave->dobj->|dobj
rel_27	Ent[ent_963]	Ent[ent_1140]	Richard N. Perle	Pentagon	nsubj|<-nsubj<-resign->prep->as->pobj->chairman->prep->of->pobj->board->prep->to->pobj->|pobj
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->official->nn->|nn
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->specialist->nn->|nn
rel_14	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->economist->prep->at->pobj->|pobj
rel_14	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->economist->nn->|nn
rel_14	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->chief->prep->of->pobj->branch->prep->of->pobj->|pobj
rel_14	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	nsubj|<-nsubj<-caution->nsubj->branch->poss->|poss
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->supervisor->nn->|nn
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->official->prep->of->pobj->|pobj
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->economist->prep->in->pobj->branch->nn->|nn
rel_164	Ent[ent_720]	Ent[ent_962]	Patrick C. Jackman	Labor Department	appos|->appos->economist->prep->for->pobj->unit->nn->|nn
rel_80	Ent[ent_108]	Ent[ent_371]	Public Broadcasting Service	Channel	prep|->prep->include->pobj->|pobj
rel_80	Ent[ent_108]	Ent[ent_371]	Public Broadcasting Service	Channel	pobj|<-pobj<-for<-prep<-production<-nsubjpass<-broadcast->prep->at->pobj->p.m.->prep->on->pobj->wliw-tv->appos->|appos
rel_112	Ent[ent_722]	Ent[ent_1234]	Westerners	Americans	prep|->prep->include->pobj->|pobj
rel_112	Ent[ent_722]	Ent[ent_1234]	Westerners	Americans	pobj|<-pobj<-of<-prep<-group->prep->include->pobj->|pobj
rel_294	Ent[ent_254]	Ent[ent_1234]	Westerners	Americans	rcmod|->rcmod->include->dobj->|dobj
rel_112	Ent[ent_722]	Ent[ent_1234]	Westerners	Americans	rcmod|->rcmod->describe->prep->as->pobj->hippie->prep->among->dep->|dep
rel_112	Ent[ent_722]	Ent[ent_1234]	Westerners	Americans	pobj|<-pobj<-to<-dep<-up<-prep<-detain->dep->|dep
rel_13	Ent[ent_722]	Ent[ent_669]	Westerners	Americans	pobj|<-pobj<-of<-prep<-thousand->partmod->work->prep->in->pobj->field->prep->include->pobj->|pobj
rel_13	Ent[ent_722]	Ent[ent_669]	Westerners	Americans	pobj|<-pobj<-of<-prep<-many<-nsubj<-live->dep->make->dobj->maze->partmod->place->prep->by->pobj->|pobj
rel_13	Ent[ent_722]	Ent[ent_669]	Westerners	Americans	pobj|<-pobj<-of<-prep<-appreciation<-pobj<-of<-prep<-boom<-nsubj<-be->appos->|appos
rel_13	Ent[ent_722]	Ent[ent_669]	Westerners	Americans	pobj|<-pobj<-by<-prep<-favor<-partmod<-complex->prep->include->pobj->|pobj
rel_112	Ent[ent_722]	Ent[ent_1234]	Westerners	Americans	pobj|<-pobj<-against<-prep<-attack<-dobj<-expect->prep->with->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	prep|->prep->include->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	nsubj|<-nsubj<-meet->prep->in->pobj->office->prep->of->pobj->|pobj
rel_339	Ent[ent_1015]	Ent[ent_964]	Democrats	A. Gephardt	rcmod|->rcmod->oppose->dobj->cut->prep->include->pobj->|pobj
rel_339	Ent[ent_1015]	Ent[ent_964]	Democrats	A. Gephardt	prep|->prep->in->pobj->race->prep->like->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	pobj|<-pobj<-to<-prep<-be<-dep<-pull->prep->in->pobj->word->prep->of->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	pobj|<-pobj<-among<-prep<-be->nsubj->|nsubj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	nsubj|<-nsubj<-see->prep->in->pobj->word->prep->of->pobj->|pobj
rel_339	Ent[ent_1015]	Ent[ent_964]	Democrats	A. Gephardt	nsubj|<-nsubj<-react->prep->with->pobj->today->prep->to->pobj->comment->prep->by->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	nsubj|<-nsubj<-convey->prep->in->pobj->office->prep->of->pobj->|pobj
rel_192	Ent[ent_819]	Ent[ent_964]	Democrats	A. Gephardt	nsubj|<-nsubj<-bemoan->dobj->withdrawal->prep->of->pobj->|pobj
rel_192	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	prep|->prep->include->pobj->|pobj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	nsubj|<-nsubj<-say<-rcmod<-man->appos->|appos
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->willing->nsubj->|nsubj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->vote->prep->like->pobj->|pobj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->stand->prep->with->pobj->exception->prep->of->pobj->|pobj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->seek->dobj->nomination->dep->|dep
rel_192	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->matter->prep->from->pobj->|pobj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	rcmod|->rcmod->favor->rcmod->support->dobj->|dobj
rel_267	Ent[ent_816]	Ent[ent_38]	Republicans	John McCain	rcmod|->rcmod->aid->prep->by->pobj->|pobj
rel_139	Ent[ent_816]	Ent[ent_725]	Republicans	John McCain	prep|->prep->of->pobj->history->poss->|poss
rel_192	Ent[ent_816]	Ent[ent_1210]	Republicans	Bush	prep|->prep->include->pobj->|pobj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	partmod|->partmod->lead->prep->by->pobj->|pobj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	prep|->prep->over->pobj->planning->poss->|poss
rel_192	Ent[ent_816]	Ent[ent_1210]	Republicans	Bush	pobj|<-pobj<-among<-prep<-seem->nsubj->|nsubj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	nsubj|<-nsubj<-urge->dobj->|dobj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	nsubj|<-nsubj<-defy->dobj->|dobj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	nsubj|<-nsubj<-break->prep->with->pobj->|pobj
rel_355	Ent[ent_816]	Ent[ent_1201]	Republicans	Bush	amod|->amod->close->prep->to->pobj->|pobj
rel_192	Ent[ent_816]	Ent[ent_1210]	Republicans	Bush	prep|->prep->in->pobj->administration->nn->|nn
rel_134	Ent[ent_816]	Ent[ent_1212]	Republicans	Bush	pobj|<-pobj<-of<-prep<-many->prep->include->pobj->many->prep->of->pobj->friend->poss->|poss
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	prep|->prep->include->pobj->|pobj
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	partmod|->partmod->lead->prep->by->pobj->|pobj
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	poss|<-poss<-strategist->appos->|appos
rel_339	Ent[ent_1015]	Ent[ent_964]	Democrats	Edward M. Kennedy	rcmod|->rcmod->call->nsubj->|nsubj
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	prep|->prep->on->pobj->staff->prep->of->pobj->|pobj
rel_359	Ent[ent_1015]	Ent[ent_967]	Democrats	Edward M. Kennedy	prep|->prep->like->pobj->detail->partmod->concern->dobj->accident->poss->|poss
rel_359	Ent[ent_1015]	Ent[ent_967]	Democrats	Edward M. Kennedy	prep|->prep->include->pobj->campaign->prep->of->pobj->|pobj
rel_359	Ent[ent_1015]	Ent[ent_967]	Democrats	Edward M. Kennedy	poss|<-poss<-hero<-pobj<-to<-prep<-response->appos->|appos
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	poss|<-poss<-determination->prep->on->pobj->bill->rcmod->follow->dobj->cry->partmod->deliver->prep->by->pobj->|pobj
rel_83	Ent[ent_819]	Ent[ent_967]	Democrats	Edward M. Kennedy	pobj|<-pobj<-with<-prep<-push->nsubj->|nsubj
rel_192	Ent[ent_819]	Ent[ent_828]	Democrats	Clinton	prep|->prep->include->pobj->|pobj
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	nsubj|<-nsubj<-urge->dobj->|dobj
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	nsubj|<-nsubj<-tell->dobj->|dobj
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	prep|->prep->of->pobj->administration->nn->|nn
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	partmod|->partmod->lead->prep->by->pobj->|pobj
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	partmod|->partmod->finance->dobj->re-election->poss->|poss
rel_192	Ent[ent_819]	Ent[ent_828]	Democrats	Clinton	nsubj|<-nsubj<-welcome->dobj->|dobj
rel_355	Ent[ent_819]	Ent[ent_1231]	Democrats	Clinton	rcmod|->rcmod->support->dobj->|dobj
rel_309	Ent[ent_1150]	Ent[ent_1231]	Democrats	Clinton	poss|<-poss<-irritation->prep->with->pobj->investigation->nn->|nn
rel_192	Ent[ent_819]	Ent[ent_828]	Democrats	Clinton	poss|<-poss<-defense->prep->of->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	prep|->prep->include->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	partmod|->partmod->lead->prep->by->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-for<-dep<-as<-prep<-cold->nsubj->|nsubj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	tmod|<-tmod<-quote<-rcmod<-advertisement->prep->include->pobj->|pobj
rel_234	Ent[ent_1150]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	poss|<-poss<-alternative->prep->to->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-to<-prep<-go->dobj->|dobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-of<-prep<-generation->prep->like->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-of<-prep<-choice->prep->with->pobj->|pobj
rel_234	Ent[ent_1150]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-for<-prep<-money<-dobj<-raise->prep->than->pobj->candidate->prep->except->pobj->|pobj
rel_30	Ent[ent_819]	Ent[ent_724]	Democrats	Hillary Rodham Clinton	pobj|<-pobj<-for<-prep<-have->nsubj->|nsubj
rel_30	Ent[ent_966]	Ent[ent_843]	Northeast	New York	prep|->prep->include->pobj->|pobj
rel_83	Ent[ent_966]	Ent[ent_1244]	Northeast	New York	partmod|->partmod->lead->prep->by->pobj->|pobj
rel_83	Ent[ent_966]	Ent[ent_1244]	Northeast	New York	nn|<-nn<-state->prep->include->pobj->|pobj
rel_83	Ent[ent_966]	Ent[ent_1244]	Northeast	New York	prep|->prep->include->pobj->area->nn->|nn
rel_30	Ent[ent_966]	Ent[ent_843]	Northeast	New York	pobj|<-pobj<-of<-prep<-pocket<-pobj<-across<-prep<-go<-dep<-respond->nsubj->|nsubj
rel_304	Ent[ent_966]	Ent[ent_1263]	Northeast	New York	pobj|<-pobj<-of<-prep<-much<-advmod<-scorch->prep->with->pobj->temperature->dep->people->prep->in->pobj->|pobj
rel_304	Ent[ent_966]	Ent[ent_1263]	Northeast	New York	pobj|<-pobj<-in<-prep<-mayor<-nsubj<-urge->dobj->governor->prep->of->pobj->|pobj
rel_30	Ent[ent_966]	Ent[ent_843]	Northeast	New York	pobj|<-pobj<-in<-prep<-largest->appos->utility->prep->in->pobj->|pobj
rel_304	Ent[ent_966]	Ent[ent_1263]	Northeast	New York	pobj|<-pobj<-in<-prep<-blizzard<-nsubj<-close->dobj->exchange->prep->in->pobj->|pobj
rel_83	Ent[ent_966]	Ent[ent_1244]	Northeast	New York	nn|<-nn<-state->partmod->lead->prep->by->pobj->|pobj
rel_336	Ent[ent_1237]	Ent[ent_843]	United States	New York	nn|<-nn<-attorney->prep->in->pobj->|pobj
rel_92	Ent[ent_1280]	Ent[ent_1244]	United States	New York	nn|<-nn<-senator->prep->from->pobj->|pobj
rel_192	Ent[ent_1237]	Ent[ent_1244]	United States	New York	prep|->prep->include->pobj->|pobj
rel_185	Ent[ent_537]	Ent[ent_843]	United States	New York	nn|<-nn<-attorney<-poss<-office->prep->in->pobj->|pobj
rel_336	Ent[ent_1237]	Ent[ent_843]	United States	New York	nn|<-nn<-attorney->prep->for->pobj->|pobj
rel_192	Ent[ent_1237]	Ent[ent_1244]	United States	New York	nn|<-nn<-seat->prep->from->pobj->|pobj
rel_242	Ent[ent_1205]	Ent[ent_843]	United States	New York	nn|<-nn<-attorney->prep->for->pobj->district->prep->of->pobj->|pobj
rel_298	Ent[ent_1277]	Ent[ent_1263]	United States	New York	nn|<-nn<-city->prep->include->pobj->|pobj
rel_298	Ent[ent_1277]	Ent[ent_1263]	United States	New York	nn|<-nn<-senators->prep->from->pobj->|pobj
rel_242	Ent[ent_1205]	Ent[ent_843]	United States	New York	nn|<-nn<-representative->prep->from->pobj->|pobj
rel_346	Ent[ent_782]	Ent[ent_268]	Senate	Joseph L. Bruno	nn|<-nn<-leader->appos->|appos
rel_136	Ent[ent_1197]	Ent[ent_268]	Senate	Joseph L. Bruno	pobj|<-pobj<-of<-prep<-leader->appos->|appos
rel_136	Ent[ent_1197]	Ent[ent_268]	Senate	Joseph L. Bruno	poss|<-poss<-leader->appos->|appos
rel_136	Ent[ent_1197]	Ent[ent_268]	Senate	Joseph L. Bruno	nn|<-nn<-leader<-pobj<-to<-prep<-aide->appos->|appos
rel_284	Ent[ent_1197]	Ent[ent_1242]	Senate	Joseph L. Bruno	pobj|<-pobj<-in<-prep<-majority<-pobj<-of<-prep<-leader->appos->|appos
rel_346	Ent[ent_782]	Ent[ent_268]	Senate	Joseph L. Bruno	pobj|<-pobj<-in<-prep<-leader->appos->|appos
rel_136	Ent[ent_1197]	Ent[ent_268]	Senate	Joseph L. Bruno	poss|<-poss<-majority<-pobj<-of<-prep<-leader->appos->|appos
rel_57	Ent[ent_1271]	Ent[ent_1242]	Senate	Joseph L. Bruno	pobj|<-pobj<-in<-prep<-counterpart->appos->|appos
rel_298	Ent[ent_1203]	Ent[ent_268]	Senate	Joseph L. Bruno	nn|<-nn<-leader<-pobj<-for<-prep<-spokesman->appos->|appos
rel_298	Ent[ent_1203]	Ent[ent_268]	Senate	Joseph L. Bruno	nn|<-nn<-leader<-nsubj<-|nsubj
rel_136	Ent[ent_1243]	Ent[ent_261]	Senate	Bob Dole	nn|<-nn<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_261]	Senate	Bob Dole	poss|<-poss<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_261]	Senate	Bob Dole	nn|<-nn<-leader<-nsubj<-say->nsubj->|nsubj
rel_169	Ent[ent_1197]	Ent[ent_261]	Senate	Bob Dole	pobj|<-pobj<-in<-prep<-leader->appos->|appos
rel_166	Ent[ent_1243]	Ent[ent_1208]	Senate	Bob Dole	nn|<-nn<-seat->partmod->vacate->prep->by->pobj->|pobj
rel_166	Ent[ent_1243]	Ent[ent_1208]	Senate	Bob Dole	nn|<-nn<-leader<-pobj<-to<-prep<-letter<-pobj<-in<-prep<-say->appos->|appos
rel_169	Ent[ent_1197]	Ent[ent_261]	Senate	Bob Dole	nn|<-nn<-leader<-nsubj<-tell->nsubj->|nsubj
rel_169	Ent[ent_1197]	Ent[ent_261]	Senate	Bob Dole	pobj|<-pobj<-in<-prep<-propose->prep->by->pobj->|pobj
rel_83	Ent[ent_1271]	Ent[ent_1208]	Senate	Bob Dole	nn|<-nn<-vote<-pobj<-in<-prep<-look<-dep<-seek->nsubj->leader->appos->|appos
rel_144	Ent[ent_1246]	Ent[ent_261]	Senate	Bob Dole	nn|<-nn<-supporter->prep->of->pobj->|pobj
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	nn|<-nn<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	nn|<-nn<-leader<-nsubj<-say->nsubj->|nsubj
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	pobj|<-pobj<-of<-prep<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	nn|<-nn<-whip->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	poss|<-poss<-leader->appos->|appos
rel_192	Ent[ent_1271]	Ent[ent_267]	Senate	Trent Lott	pobj|<-pobj<-in<-prep<-say->nsubj->|nsubj
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	nn|<-nn<-leader<-pobj<-by<-prep<-endorsement->appos->|appos
rel_192	Ent[ent_1271]	Ent[ent_267]	Senate	Trent Lott	pobj|<-pobj<-in<-prep<-friend->prep->include->pobj->|pobj
rel_136	Ent[ent_1243]	Ent[ent_267]	Senate	Trent Lott	nsubj|<-nsubj<-fail->prep->on->pobj->proposal->prep->by->pobj->|pobj
rel_192	Ent[ent_1271]	Ent[ent_267]	Senate	Trent Lott	nsubj|<-nsubj<-confirm->prep->with->pobj->|pobj
rel_136	Ent[ent_1271]	Ent[ent_265]	Senate	Tom Daschle	nn|<-nn<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_265]	Senate	Tom Daschle	nn|<-nn<-leader<-nsubj<-say->nsubj->|nsubj
rel_136	Ent[ent_1243]	Ent[ent_265]	Senate	Tom Daschle	pobj|<-pobj<-in<-prep<-leader->appos->|appos
rel_136	Ent[ent_1271]	Ent[ent_265]	Senate	Tom Daschle	poss|<-poss<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_265]	Senate	Tom Daschle	rcmod|->rcmod->say->nsubj->|nsubj
rel_298	Ent[ent_1197]	Ent[ent_265]	Senate	Tom Daschle	pobj|<-pobj<-of<-prep<-leader->appos->|appos
rel_136	Ent[ent_1243]	Ent[ent_265]	Senate	Tom Daschle	pobj|<-pobj<-in<-prep<-say->nsubj->|nsubj
rel_298	Ent[ent_1197]	Ent[ent_265]	Senate	Tom Daschle	pobj|<-pobj<-in<-prep<-deliver->prep->by->pobj->|pobj
rel_298	Ent[ent_1197]	Ent[ent_265]	Senate	Tom Daschle	nn|<-nn<-leader<-pobj<-of<-prep<-office->appos->|appos
rel_323	Ent[ent_1246]	Ent[ent_969]	Senate	Tom Daschle	nn|<-nn<-leader<-pobj<-of<-prep<-defeat->appos->|appos
rel_179	Ent[ent_1197]	Ent[ent_727]	Senate	Ralph J. Marino	nn|<-nn<-leader->appos->|appos
rel_298	Ent[ent_1243]	Ent[ent_727]	Senate	Ralph J. Marino	pobj|<-pobj<-of<-prep<-leader->appos->|appos
rel_134	Ent[ent_1124]	Ent[ent_727]	Senate	Ralph J. Marino	poss|<-poss<-leader->appos->|appos
rel_298	Ent[ent_1243]	Ent[ent_727]	Senate	Ralph J. Marino	nn|<-nn<-leader<-pobj<-for<-prep<-spokesman->appos->|appos
rel_179	Ent[ent_1203]	Ent[ent_727]	Senate	Ralph J. Marino	nn|<-nn<-leader<-pobj<-to<-prep<-aide->appos->|appos
